id,query_text,best_match_sop,best_similarity,source,cluster_name,namespace,pod_name,gap_category,gap_cluster_id,reviewed,draft_sop_created,detected_at
157,why is cart-svc OOMKilled in checkout?,sops/storage/runbook-07.md,0.342,alert,prod-usw2-eks,checkout,cart-svc-0a94879-c1bba,cpu,541,false,false,2026-06-09 10:03:23
158,why is ledger-svc slow in ledger?,sops/node/runbook-15.md,0.4124,auto,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,memory,574,false,false,2026-05-31 19:44:37
159,why is inventory-svc throttled in inventory?,sops/memory/runbook-19.md,0.3362,alert,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,network,790,false,false,2026-06-07 13:15:43
160,why is config-svc slow in platform?,sops/security/runbook-22.md,0.2796,auto,prod-usw2-eks,platform,config-svc-370d832-a686a,memory,809,false,false,2026-06-07 10:14:52
161,why is ledger-svc OOMKilled in ledger?,sops/availability/runbook-06.md,0.3599,alert,prod-use2-eks,ledger,ledger-svc-f4a6d64-16dde,network,1077,false,true,2026-05-30 19:04:00
162,why is search-api restarting in search?,sops/memory/runbook-40.md,0.2448,chat,prod-usw2-eks,search,search-api-8352074-5b766,network,191,true,false,2026-06-22 20:52:49
163,why is payments-api throttled in payments?,sops/memory/runbook-19.md,0.3089,alert,prod-usw2-eks,payments,payments-api-1e23165-1e35b,storage,988,false,true,2026-06-04 07:25:50
164,why is payments-api OOMKilled in payments?,sops/memory/runbook-40.md,0.2014,prediction,prod-use2-eks,payments,payments-api-58c5e74-26d34,node,119,false,false,2026-05-24 13:40:42
165,why is payments-worker restarting in payments?,sops/memory/runbook-35.md,0.2319,auto,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,node,102,true,false,2026-05-27 08:15:43
166,why is session-store OOMKilled in identity?,sops/storage/runbook-07.md,0.3103,auto,prod-use2-eks,identity,session-store-4732511-0dba8,cpu,228,true,false,2026-06-23 11:57:59
167,why is checkout-web OOMKilled in checkout?,sops/network/runbook-04.md,0.2625,chat,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,network,234,false,false,2026-05-25 20:15:13
168,why is payments-api OOMKilled in payments?,sops/memory/runbook-26.md,0.2161,auto,prod-use2-eks,payments,payments-api-58c5e74-26d34,node,855,false,false,2026-06-17 22:27:31
169,why is payments-api throttled in payments?,sops/memory/runbook-40.md,0.4868,prediction,staging-use2-eks,payments,payments-api-dde4d16-a3d09,storage,64,true,true,2026-06-23 01:47:46
170,why is config-svc OOMKilled in platform?,sops/node/runbook-05.md,0.2831,auto,prod-usw2-eks,platform,config-svc-370d832-a686a,memory,308,true,false,2026-06-05 02:57:27
171,why is orders-api slow in orders?,sops/availability/runbook-16.md,0.2896,alert,prod-usw2-eks,orders,orders-api-cbca488-26609,network,955,true,false,2026-05-30 17:18:55
172,why is coredns slow in kube-system?,sops/memory/runbook-21.md,0.228,auto,staging-use2-eks,kube-system,coredns-b16ea15-07544,cpu,996,false,false,2026-05-25 21:25:19
173,why is session-store restarting in identity?,sops/availability/runbook-20.md,0.4567,prediction,prod-usw2-eks,identity,session-store-d825e25-14f9f,storage,886,true,false,2026-05-26 16:31:46
174,why is checkout-web OOMKilled in checkout?,sops/storage/runbook-32.md,0.4205,chat,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,memory,656,false,false,2026-06-22 07:49:11
175,why is orders-worker restarting in orders?,sops/availability/runbook-20.md,0.2549,alert,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,storage,1047,true,true,2026-06-04 05:54:12
176,why is image-resizer slow in platform?,sops/security/runbook-37.md,0.3349,chat,prod-use2-eks,platform,image-resizer-9994630-7c707,node,397,true,false,2026-06-22 10:16:31
177,why is payments-api throttled in payments?,sops/network/runbook-17.md,0.2003,prediction,prod-use2-eks,payments,payments-api-7fa4649-debd8,storage,954,true,false,2026-05-30 15:15:12
178,why is search-api restarting in search?,sops/storage/runbook-27.md,0.2707,prediction,prod-use2-eks,search,search-api-4350294-dbefb,network,564,true,false,2026-06-22 15:11:59
179,why is payments-api throttled in payments?,sops/storage/runbook-27.md,0.5197,prediction,prod-usw2-eks,payments,payments-api-1e23165-1e35b,node,1065,false,false,2026-05-25 20:32:24
180,why is ledger-svc restarting in ledger?,sops/security/runbook-37.md,0.5152,prediction,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,storage,404,true,false,2026-05-25 23:11:12
181,why is payments-worker OOMKilled in payments?,sops/storage/runbook-28.md,0.3439,auto,prod-usw2-eks,payments,payments-worker-b4be648-d2dcb,memory,1066,false,false,2026-05-25 18:04:23
182,why is image-resizer OOMKilled in platform?,sops/memory/runbook-26.md,0.5452,auto,prod-usw2-eks,platform,image-resizer-9683178-b7560,storage,886,true,false,2026-05-24 17:49:35
183,why is ledger-svc throttled in ledger?,sops/availability/runbook-10.md,0.5365,alert,prod-use2-eks,ledger,ledger-svc-1232e29-49ea1,storage,2,false,false,2026-06-21 05:51:01
184,why is payments-api restarting in payments?,sops/node/runbook-38.md,0.4664,chat,staging-use2-eks,payments,payments-api-2729261-453da,network,1051,false,false,2026-06-13 03:48:16
185,why is payments-worker slow in payments?,sops/storage/runbook-02.md,0.4281,alert,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,cpu,78,true,false,2026-06-10 10:29:45
186,why is inventory-svc restarting in inventory?,sops/node/runbook-38.md,0.5008,alert,prod-use2-eks,inventory,inventory-svc-df6d343-0a45b,node,72,true,true,2026-06-10 06:32:59
187,why is auth-gateway OOMKilled in identity?,sops/storage/runbook-27.md,0.2963,prediction,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,storage,447,true,true,2026-05-29 09:03:25
188,why is ledger-svc slow in ledger?,sops/security/runbook-03.md,0.2649,chat,prod-usw2-eks,ledger,ledger-svc-2014124-29b88,memory,697,true,true,2026-05-30 11:03:14
189,why is inventory-svc throttled in inventory?,sops/memory/runbook-18.md,0.3014,prediction,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,storage,974,true,false,2026-06-06 02:58:23
190,why is payments-worker throttled in payments?,sops/security/runbook-23.md,0.5025,chat,prod-use2-eks,payments,payments-worker-bff7264-02c23,cpu,64,true,false,2026-05-30 03:16:00
191,why is orders-api throttled in orders?,sops/storage/runbook-07.md,0.3086,alert,prod-usw2-eks,orders,orders-api-402bb51-ad48f,network,320,false,false,2026-05-29 23:48:43
192,why is image-resizer throttled in platform?,sops/memory/runbook-18.md,0.4868,auto,prod-usw2-eks,platform,image-resizer-9683178-b7560,network,556,true,false,2026-06-21 13:43:44
193,why is indexer OOMKilled in search?,sops/node/runbook-36.md,0.3641,prediction,prod-usw2-eks,search,indexer-6c1eb29-ca471,storage,802,true,false,2026-06-13 14:27:55
194,why is auth-gateway OOMKilled in identity?,sops/storage/runbook-32.md,0.323,chat,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,memory,586,false,false,2026-06-18 16:55:56
195,why is search-api OOMKilled in search?,sops/memory/runbook-40.md,0.5169,alert,prod-usw2-eks,search,search-api-a47d446-4ffe2,network,629,false,false,2026-06-22 10:16:04
196,why is ledger-svc restarting in ledger?,sops/cpu/runbook-31.md,0.444,auto,prod-usw2-eks,ledger,ledger-svc-0744083-43011,network,206,false,true,2026-05-26 06:51:32
197,why is orders-worker slow in orders?,sops/node/runbook-01.md,0.435,auto,prod-use2-eks,orders,orders-worker-6ee3345-b0d20,node,82,false,false,2026-06-20 04:44:58
198,why is cart-svc OOMKilled in checkout?,sops/network/runbook-25.md,0.207,alert,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,node,462,false,true,2026-06-18 23:11:51
199,why is indexer restarting in search?,sops/network/runbook-25.md,0.3756,auto,dr-use1-eks,search,indexer-6af7422-f66fc,memory,434,true,false,2026-06-12 05:19:49
200,why is inventory-svc slow in inventory?,sops/security/runbook-30.md,0.2658,chat,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,cpu,150,false,false,2026-05-28 04:51:31
201,why is checkout-web restarting in checkout?,sops/availability/runbook-33.md,0.2199,alert,prod-use2-eks,checkout,checkout-web-47df111-4e24c,node,738,false,false,2026-06-04 13:32:15
202,why is cart-svc OOMKilled in checkout?,sops/availability/runbook-39.md,0.3949,chat,prod-usw2-eks,checkout,cart-svc-ee38458-64d46,cpu,928,true,false,2026-06-02 20:14:57
203,why is metrics-server OOMKilled in kube-system?,sops/node/runbook-38.md,0.439,alert,prod-usw2-eks,kube-system,metrics-server-6162d13-d4a14,network,321,false,true,2026-06-07 12:05:42
204,why is auth-gateway slow in identity?,sops/memory/runbook-19.md,0.3561,alert,prod-usw2-eks,identity,auth-gateway-d4d3364-aac01,memory,890,false,false,2026-05-30 18:45:07
205,why is auth-gateway OOMKilled in identity?,sops/memory/runbook-09.md,0.2342,auto,prod-usw2-eks,identity,auth-gateway-fb1c283-81cc8,memory,813,false,false,2026-06-12 11:11:48
206,why is payments-api OOMKilled in payments?,sops/availability/runbook-16.md,0.2564,auto,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,cpu,792,false,false,2026-06-13 19:23:08
207,why is payments-api OOMKilled in payments?,sops/availability/runbook-10.md,0.3092,auto,staging-use2-eks,payments,payments-api-dde4d16-a3d09,memory,906,true,false,2026-06-23 01:22:43
208,why is payments-api restarting in payments?,sops/storage/runbook-32.md,0.2183,chat,prod-use2-eks,payments,payments-api-1ce3577-591ac,storage,1051,false,true,2026-06-19 06:25:46
209,why is coredns OOMKilled in kube-system?,sops/memory/runbook-26.md,0.5132,chat,prod-usw2-eks,kube-system,coredns-37f1521-4cd3d,node,221,false,false,2026-06-18 03:03:48
210,why is payments-api OOMKilled in payments?,sops/storage/runbook-28.md,0.4703,auto,prod-use2-eks,payments,payments-api-c9c2b74-00142,network,557,false,false,2026-06-12 00:27:19
211,why is orders-worker restarting in orders?,sops/cpu/runbook-31.md,0.2193,auto,prod-use2-eks,orders,orders-worker-9681c18-374c7,network,839,true,false,2026-06-12 12:25:23
212,why is search-api slow in search?,sops/availability/runbook-06.md,0.2761,chat,dr-use1-eks,search,search-api-d416b43-7cb20,cpu,631,true,false,2026-06-21 15:27:26
213,why is image-resizer OOMKilled in platform?,sops/availability/runbook-06.md,0.4098,auto,prod-use2-eks,platform,image-resizer-7bb3c89-50e74,node,486,false,false,2026-06-14 05:52:51
214,why is payments-worker slow in payments?,sops/security/runbook-37.md,0.3864,alert,prod-usw2-eks,payments,payments-worker-bbc0947-0aa1a,memory,1046,true,true,2026-06-12 22:16:30
215,why is orders-api restarting in orders?,sops/node/runbook-38.md,0.2312,chat,prod-usw2-eks,orders,orders-api-cbca488-26609,storage,295,true,true,2026-06-10 14:01:51
216,why is indexer slow in search?,sops/storage/runbook-28.md,0.506,alert,prod-use2-eks,search,indexer-b07f520-eaf04,node,598,false,false,2026-06-22 06:14:30
217,why is ledger-svc throttled in ledger?,sops/node/runbook-05.md,0.2927,prediction,prod-use2-eks,ledger,ledger-svc-f4a6d64-16dde,memory,1049,false,false,2026-06-20 16:33:49
218,why is metrics-server OOMKilled in kube-system?,sops/security/runbook-30.md,0.374,auto,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,storage,179,true,false,2026-06-12 22:40:23
219,why is session-store restarting in identity?,sops/memory/runbook-18.md,0.4857,alert,prod-usw2-eks,identity,session-store-28ebc77-cf7c8,memory,548,false,false,2026-06-04 09:31:07
220,why is inventory-svc OOMKilled in inventory?,sops/node/runbook-12.md,0.359,chat,staging-use2-eks,inventory,inventory-svc-1d6f570-1b50d,network,940,true,true,2026-06-16 02:38:26
221,why is ledger-svc slow in ledger?,sops/security/runbook-13.md,0.5036,auto,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,network,729,true,false,2026-05-29 04:33:33
222,why is checkout-web restarting in checkout?,sops/security/runbook-37.md,0.5411,prediction,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,node,582,true,false,2026-06-10 11:23:42
223,why is search-api restarting in search?,sops/security/runbook-03.md,0.4903,chat,prod-use2-eks,search,search-api-61d1d17-0014f,storage,296,false,true,2026-06-17 09:55:09
224,why is indexer throttled in search?,sops/node/runbook-38.md,0.3841,prediction,prod-use2-eks,search,indexer-4680271-0a829,network,13,false,false,2026-06-12 08:12:57
225,why is payments-api throttled in payments?,sops/availability/runbook-39.md,0.377,chat,staging-use2-eks,payments,payments-api-dde4d16-a3d09,node,133,true,true,2026-06-17 11:20:13
226,why is ledger-svc restarting in ledger?,sops/node/runbook-01.md,0.2896,chat,prod-use2-eks,ledger,ledger-svc-204e643-7d23b,storage,209,false,false,2026-05-26 06:57:19
227,why is config-svc OOMKilled in platform?,sops/cpu/runbook-31.md,0.2624,chat,staging-use2-eks,platform,config-svc-929cd33-16be4,cpu,787,true,false,2026-05-25 15:43:21
228,why is metrics-server throttled in kube-system?,sops/security/runbook-37.md,0.5096,prediction,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,cpu,25,false,false,2026-06-18 17:53:09
229,why is auth-gateway OOMKilled in identity?,sops/security/runbook-37.md,0.3671,alert,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,storage,124,true,false,2026-06-21 00:25:18
230,why is notifications OOMKilled in notifications?,sops/memory/runbook-19.md,0.3454,chat,dr-use1-eks,notifications,notifications-b036879-82982,network,606,true,true,2026-06-22 10:01:45
231,why is payments-api slow in payments?,sops/availability/runbook-14.md,0.547,prediction,prod-usw2-eks,payments,payments-api-1e23165-1e35b,node,415,true,false,2026-06-16 20:47:21
232,why is checkout-web restarting in checkout?,sops/network/runbook-17.md,0.4385,alert,prod-usw2-eks,checkout,checkout-web-c2b3638-fa6d0,memory,1075,false,false,2026-05-27 02:24:31
233,why is payments-api throttled in payments?,sops/node/runbook-08.md,0.2497,alert,prod-usw2-eks,payments,payments-api-1e23165-1e35b,cpu,998,false,false,2026-05-27 19:36:39
234,why is recommendation OOMKilled in search?,sops/node/runbook-15.md,0.4854,chat,prod-usw2-eks,search,recommendation-1e52697-e4756,storage,408,false,false,2026-06-02 03:13:13
235,why is checkout-web OOMKilled in checkout?,sops/node/runbook-08.md,0.3485,chat,dr-use1-eks,checkout,checkout-web-4263246-52f3a,storage,766,false,false,2026-06-16 10:43:27
236,why is orders-worker throttled in orders?,sops/network/runbook-04.md,0.2611,alert,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,node,643,false,false,2026-05-25 12:57:35
237,why is orders-worker slow in orders?,sops/node/runbook-05.md,0.3686,chat,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,cpu,655,false,false,2026-05-30 21:07:55
238,why is cart-svc OOMKilled in checkout?,sops/storage/runbook-02.md,0.442,auto,prod-use2-eks,checkout,cart-svc-51c2594-4d271,node,153,false,true,2026-06-07 05:40:40
239,why is search-api slow in search?,sops/network/runbook-17.md,0.2994,auto,prod-usw2-eks,search,search-api-a47d446-4ffe2,memory,279,false,true,2026-05-27 14:38:55
240,why is auth-gateway throttled in identity?,sops/node/runbook-29.md,0.3211,alert,prod-use2-eks,identity,auth-gateway-7b28269-a7447,cpu,579,false,false,2026-06-21 00:25:57
241,why is search-api restarting in search?,sops/availability/runbook-06.md,0.5496,alert,prod-use2-eks,search,search-api-eff0684-a368a,memory,804,true,true,2026-05-25 01:36:12
242,why is checkout-web slow in checkout?,sops/availability/runbook-16.md,0.3339,chat,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,memory,464,true,false,2026-06-05 21:25:39
243,why is checkout-web throttled in checkout?,sops/storage/runbook-02.md,0.3391,chat,prod-usw2-eks,checkout,checkout-web-ec64e26-f37ce,node,892,false,true,2026-06-14 17:37:58
244,why is coredns OOMKilled in kube-system?,sops/storage/runbook-27.md,0.3241,prediction,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,cpu,1040,false,false,2026-06-04 11:10:38
245,why is cart-svc OOMKilled in checkout?,sops/availability/runbook-20.md,0.2422,alert,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,node,83,true,false,2026-06-14 20:23:08
246,why is coredns slow in kube-system?,sops/node/runbook-24.md,0.2714,prediction,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,memory,282,false,false,2026-06-18 18:50:05
247,why is payments-worker throttled in payments?,sops/memory/runbook-35.md,0.4934,prediction,prod-use2-eks,payments,payments-worker-bff7264-02c23,cpu,886,false,false,2026-05-28 16:15:19
248,why is checkout-web OOMKilled in checkout?,sops/availability/runbook-11.md,0.4292,alert,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,network,558,true,false,2026-05-31 14:19:13
249,why is search-api throttled in search?,sops/node/runbook-34.md,0.4685,prediction,prod-usw2-eks,search,search-api-15a6d76-12766,network,772,false,false,2026-05-31 16:25:37
250,why is orders-worker throttled in orders?,sops/memory/runbook-21.md,0.4587,chat,prod-use2-eks,orders,orders-worker-06e2683-7270e,cpu,630,false,false,2026-06-02 21:55:28
251,why is payments-api slow in payments?,sops/memory/runbook-26.md,0.4122,prediction,staging-use2-eks,payments,payments-api-2729261-453da,cpu,790,false,false,2026-06-10 08:31:34
252,why is auth-gateway OOMKilled in identity?,sops/memory/runbook-40.md,0.3895,chat,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,storage,689,false,false,2026-05-28 07:56:45
