id,knowledge_type,title,content,source,confidence,applicable_environments,tags,metadata,created_at,updated_at
86,remediation,Cpu remediation #86,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9388,"[""staging"",""prod""]","[""cpu"",""k8s"",""leak""]","{""domain"":""cpu"",""verified"":false}",2026-05-31 18:28:27,2026-06-23 12:00:00
87,remediation,Memory remediation #87,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6768,"[""staging"",""dr""]","[""scaling"",""sre"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-06-11 22:59:21,2026-06-23 12:00:00
88,best_practice,Storage best practice #88,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9384,"[""staging"",""dr"",""prod""]","[""storage"",""k8s"",""scaling""]","{""domain"":""storage"",""verified"":true}",2026-06-03 02:37:53,2026-06-23 12:00:00
89,postmortem,Node postmortem #89,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8754,"[""staging""]","[""leak"",""scaling"",""prod""]","{""domain"":""node"",""verified"":true}",2026-04-28 20:03:36,2026-06-23 12:00:00
90,postmortem,Storage postmortem #90,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6814,"[""staging""]","[""scaling"",""sre"",""leak""]","{""domain"":""storage"",""verified"":false}",2026-04-13 02:05:49,2026-06-23 12:00:00
91,postmortem,Availability postmortem #91,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9547,"[""prod""]","[""leak"",""scaling"",""availability""]","{""domain"":""availability"",""verified"":true}",2026-06-20 13:26:00,2026-06-23 12:00:00
92,postmortem,Availability postmortem #92,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7143,"[""prod""]","[""sre"",""availability"",""prod""]","{""domain"":""availability"",""verified"":false}",2026-03-29 02:38:39,2026-06-23 12:00:00
93,remediation,Cpu remediation #93,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.927,"[""staging"",""prod""]","[""sre"",""cpu"",""k8s""]","{""domain"":""cpu"",""verified"":true}",2026-04-21 10:11:20,2026-06-23 12:00:00
94,postmortem,Network postmortem #94,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9065,"[""dr""]","[""k8s"",""leak"",""network""]","{""domain"":""network"",""verified"":true}",2026-06-05 02:26:52,2026-06-23 12:00:00
95,best_practice,Storage best practice #95,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7893,"[""dr"",""prod"",""staging""]","[""k8s"",""leak"",""sre""]","{""domain"":""storage"",""verified"":true}",2026-06-02 09:46:25,2026-06-23 12:00:00
96,postmortem,Availability postmortem #96,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7449,"[""prod"",""staging""]","[""k8s"",""sre"",""scaling""]","{""domain"":""availability"",""verified"":true}",2026-06-20 06:27:22,2026-06-23 12:00:00
97,best_practice,Availability best practice #97,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.807,"[""prod""]","[""scaling"",""sre"",""prod""]","{""domain"":""availability"",""verified"":false}",2026-04-11 22:31:32,2026-06-23 12:00:00
98,remediation,Availability remediation #98,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7394,"[""dr"",""prod"",""staging""]","[""k8s"",""scaling"",""prod""]","{""domain"":""availability"",""verified"":false}",2026-05-21 11:40:53,2026-06-23 12:00:00
99,best_practice,Node best practice #99,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6998,"[""prod"",""dr""]","[""k8s"",""scaling"",""node""]","{""domain"":""node"",""verified"":true}",2026-04-01 07:04:14,2026-06-23 12:00:00
100,incident_pattern,Cpu incident pattern #100,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8052,"[""staging"",""dr""]","[""cpu"",""k8s"",""leak""]","{""domain"":""cpu"",""verified"":true}",2026-05-22 13:34:42,2026-06-23 12:00:00
101,postmortem,Node postmortem #101,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8709,"[""prod"",""staging""]","[""sre"",""node"",""prod""]","{""domain"":""node"",""verified"":true}",2026-06-16 11:14:42,2026-06-23 12:00:00
102,remediation,Availability remediation #102,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8355,"[""staging"",""dr""]","[""sre"",""scaling"",""leak""]","{""domain"":""availability"",""verified"":true}",2026-04-01 01:27:27,2026-06-23 12:00:00
103,incident_pattern,Node incident pattern #103,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6374,"[""dr"",""staging"",""prod""]","[""scaling"",""node"",""leak""]","{""domain"":""node"",""verified"":true}",2026-06-19 00:51:49,2026-06-23 12:00:00
104,remediation,Node remediation #104,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.852,"[""prod"",""staging""]","[""leak"",""scaling"",""node""]","{""domain"":""node"",""verified"":false}",2026-05-30 05:18:46,2026-06-23 12:00:00
105,incident_pattern,Availability incident pattern #105,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6667,"[""staging""]","[""availability"",""k8s"",""sre""]","{""domain"":""availability"",""verified"":true}",2026-05-26 20:04:51,2026-06-23 12:00:00
106,best_practice,Node best practice #106,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8398,"[""prod"",""staging"",""dr""]","[""sre"",""leak"",""node""]","{""domain"":""node"",""verified"":true}",2026-06-07 03:41:02,2026-06-23 12:00:00
107,remediation,Network remediation #107,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6244,"[""staging"",""prod"",""dr""]","[""k8s"",""leak"",""network""]","{""domain"":""network"",""verified"":true}",2026-05-03 06:47:36,2026-06-23 12:00:00
108,best_practice,Memory best practice #108,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8083,"[""prod"",""staging""]","[""sre"",""memory"",""scaling""]","{""domain"":""memory"",""verified"":true}",2026-05-18 09:35:26,2026-06-23 12:00:00
109,remediation,Availability remediation #109,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9328,"[""dr"",""staging""]","[""leak"",""availability"",""scaling""]","{""domain"":""availability"",""verified"":false}",2026-04-14 04:54:55,2026-06-23 12:00:00
110,postmortem,Network postmortem #110,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8803,"[""dr"",""staging""]","[""scaling"",""k8s"",""sre""]","{""domain"":""network"",""verified"":true}",2026-03-27 04:15:17,2026-06-23 12:00:00
111,incident_pattern,Cpu incident pattern #111,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9136,"[""dr""]","[""sre"",""prod"",""scaling""]","{""domain"":""cpu"",""verified"":false}",2026-05-30 06:10:28,2026-06-23 12:00:00
112,postmortem,Cpu postmortem #112,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8977,"[""dr"",""staging"",""prod""]","[""leak"",""cpu"",""k8s""]","{""domain"":""cpu"",""verified"":true}",2026-05-28 13:31:12,2026-06-23 12:00:00
113,root_cause,Memory root cause #113,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7071,"[""dr"",""staging""]","[""prod"",""sre"",""leak""]","{""domain"":""memory"",""verified"":true}",2026-04-20 01:34:46,2026-06-23 12:00:00
114,root_cause,Storage root cause #114,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7781,"[""prod"",""dr""]","[""scaling"",""sre"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-05-24 11:09:40,2026-06-23 12:00:00
115,best_practice,Memory best practice #115,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6005,"[""staging""]","[""k8s"",""scaling"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-05-12 11:27:25,2026-06-23 12:00:00
116,incident_pattern,Availability incident pattern #116,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7159,"[""prod"",""staging"",""dr""]","[""sre"",""availability"",""scaling""]","{""domain"":""availability"",""verified"":false}",2026-03-29 21:10:05,2026-06-23 12:00:00
117,root_cause,Cpu root cause #117,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7965,"[""staging""]","[""leak"",""cpu"",""k8s""]","{""domain"":""cpu"",""verified"":true}",2026-04-12 02:11:45,2026-06-23 12:00:00
118,root_cause,Memory root cause #118,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8877,"[""staging""]","[""memory"",""prod"",""k8s""]","{""domain"":""memory"",""verified"":false}",2026-04-28 19:23:36,2026-06-23 12:00:00
119,incident_pattern,Cpu incident pattern #119,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6152,"[""prod"",""staging""]","[""sre"",""cpu"",""prod""]","{""domain"":""cpu"",""verified"":true}",2026-06-20 16:13:19,2026-06-23 12:00:00
120,remediation,Availability remediation #120,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7246,"[""prod""]","[""sre"",""leak"",""prod""]","{""domain"":""availability"",""verified"":true}",2026-06-04 06:00:26,2026-06-23 12:00:00
121,incident_pattern,Storage incident pattern #121,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6041,"[""prod"",""dr""]","[""leak"",""storage"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-06-15 21:34:16,2026-06-23 12:00:00
122,incident_pattern,Cpu incident pattern #122,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.912,"[""prod"",""staging"",""dr""]","[""k8s"",""cpu"",""prod""]","{""domain"":""cpu"",""verified"":false}",2026-04-04 02:50:35,2026-06-23 12:00:00
